Month,Industry,Sector_Type,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
All industries,2018,Private Sector,82,220436,47.4,2.3,1.9,2025-10-21
All industries,2018,Public Sector,144,540756,40.7,1.0,1.2,2025-10-21
All industries,2019,All Sectors,269,684720,43.1,1.8,1.8,2025-10-21
All industries,2019,Private Sector,97,187467,43.2,2.0,2.1,2025-10-21
All industries,2019,Public Sector,172,497253,43.0,1.7,1.7,2025-10-21
All industries,2020,All Sectors,182,809923,41.4,1.8,1.9,2025-10-21
All industries,2020,Private Sector,60,139261,47.0,2.0,1.7,2025-10-21
All industries,2020,Public Sector,122,670662,40.2,1.8,2.0,2025-10-21
All industries,2021,All Sectors,179,1030411,42.8,1.8,1.9,2025-10-21
All industries,2021,Private Sector,63,225105,48.6,2.0,2.0,2025-10-21
All industries,2021,Public Sector,116,805306,41.2,1.8,1.9,2025-10-21
All industries,2022,All Sectors,147,706936,42.5,2.8,2.7,2025-10-21
All industries,2022,Private Sector,42,139126,45.1,4.2,3.6,2025-10-21
All industries,2022,Public Sector,105,567810,41.9,2.5,2.5,2025-10-21
All industries,2023,All Sectors,159,720010,42.9,3.7,3.4,2025-10-21
All industries,2023,Private Sector,52,121682,41.6,6.5,4.3,2025-10-21
All industries,2023,Public Sector,107,598328,43.2,3.1,3.2,2025-10-21
All industries,2024,All Sectors,145,1115557,50.8,4.7,3.4,2025-10-21
All industries,2024,Private Sector,34,72914,40.7,4.2,3.5,2025-10-21
All industries,2024,Public Sector,111,1042643,51.5,4.8,3.3,2025-10-21
All industries,2025,All Sectors,51,299241,47.6,5.8,3.9,2025-10-21
All industries,2025,Private Sector,22,181228,48.2,7.2,4.3,2025-10-21
All industries,2025,Public Sector,29,118013,46.6,3.6,3.2,2025-10-21
Primary industries,2016,All Sectors,8,14090,32.1,0.2,0.7,2025-10-21
Primary industries,2016,Private Sector,8,14090,32.1,0.2,0.7,2025-10-21
Primary industries,2017,All Sectors,10,13602,36.8,0.7,0.9,2025-10-21
Primary industries,2017,Private Sector,10,13602,36.8,0.7,0.9,2025-10-21
Primary industries,2018,All Sectors,2,2213,50.9,8.7,2.7,2025-10-21
Primary industries,2018,Private Sector,2,2213,50.9,8.7,2.7,2025-10-21
Primary industries,2019,All Sectors,4,5630,55.7,2.3,2.4,2025-10-21
Primary industries,2019,Private Sector,4,5630,55.7,2.3,2.4,2025-10-21
Primary industries,2020,All Sectors,1,650,64.8,2.5,2.2,2025-10-21
Primary industries,2020,Private Sector,1,650,64.8,2.5,2.2,2025-10-21
Primary industries,2021,All Sectors,3,3139,44.5,1.4,2.4,2025-10-21
Primary industries,2021,Private Sector,3,3139,44.5,1.4,2.4,2025-10-21
Primary industries,2022,All Sectors,1,1011,60.0,2.0,2.0,2025-10-21
Primary industries,2022,Private Sector,1,1011,60.0,2.0,2.0,2025-10-21
Primary industries,2023,All Sectors,1,750,48.0,3.5,2.9,2025-10-21
Primary industries,2023,Private Sector,1,750,48.0,3.5,2.9,2025-10-21
Primary industries,2024,All Sectors,1,3317,36.0,5.0,4.0,2025-10-21
Primary industries,2024,Private Sector,1,3317,36.0,5.0,4.0,2025-10-21
Primary industries,2025,All Sectors,1,536,36.0,3.0,3.0,2025-10-21
Primary industries,2025,Private Sector,1,536,36.0,3.0,3.0,2025-10-21
Utilities,2016,All Sectors,8,5800,48.9,0.8,1.4,2025-10-21
Utilities,2016,Private Sector,2,1490,28.0,0.5,1.1,2025-10-21
Utilities,2016,Public Sector,6,4310,56.2,0.8,1.5,2025-10-21
Utilities,2017,All Sectors,3,2920,29.4,1.6,1.7,2025-10-21
Utilities,2017,Private Sector,2,2230,27.4,1.7,1.8,2025-10-21
Utilities,2017,Public Sector,1,690,36.0,1.2,1.7,2025-10-21
Utilities,2018,All Sectors,11,29176,44.9,1.3,2.0,2025-10-21
Utilities,2018,Private Sector,3,4220,48.3,2.0,2.1,2025-10-21
Utilities,2018,Public Sector,8,24956,44.3,1.2,2.0,2025-10-21
Utilities,2019,All Sectors,12,19730,36.0,1.8,2.1,2025-10-21
Utilities,2019,Private Sector,4,4580,38.2,2.0,1.8,2025-10-21
Utilities,2019,Public Sector,8,15150,35.4,1.7,2.2,2025-10-21
Utilities,2020,All Sectors,5,12606,44.3,1.5,1.9,2025-10-21
Utilities,2020,Public Sector,5,12606,44.3,1.5,1.9,2025-10-21
Utilities,2021,All Sectors,8,17469,27.5,1.1,1.1,2025-10-21
Utilities,2021,Private Sector,2,1690,43.7,0.6,1.5,2025-10-21
Utilities,2021,Public Sector,6,15779,25.8,1.1,1.1,2025-10-21
Utilities,2022,All Sectors,4,3055,44.7,0.4,1.6,2025-10-21
Utilities,2022,Public Sector,4,3055,44.7,0.4,1.6,2025-10-21
Utilities,2023,All Sectors,8,19154,29.4,3.9,3.8,2025-10-21
Utilities,2023,Private Sector,2,2258,36.0,2.9,2.7,2025-10-21
Utilities,2023,Public Sector,6,16896,28.6,4.1,4.0,2025-10-21
Utilities,2024,All Sectors,3,3361,31.9,3.3,3.0,2025-10-21
Utilities,2024,Private Sector,1,1151,24.0,4.0,3.7,2025-10-21
Utilities,2024,Public Sector,2,2210,36.0,3.0,2.7,2025-10-21
Utilities,2025,All Sectors,2,3280,52.8,2.9,3.5,2025-10-21
Utilities,2025,Private Sector,1,980,36.0,2.8,3.5,2025-10-21
Utilities,2025,Public Sector,1,2300,60.0,3.0,3.5,2025-10-21
Construction,2016,All Sectors,53,112580,36.7,2.0,1.9,2025-10-21
Construction,2016,Private Sector,53,112580,36.7,2.0,1.9,2025-10-21
Construction,2017,All Sectors,16,97270,44.5,3.4,2.0,2025-10-21
Construction,2017,Private Sector,16,97270,44.5,3.4,2.0,2025-10-21
Construction,2018,All Sectors,16,93740,46.9,2.1,1.5,2025-10-21
Construction,2018,Private Sector,16,93740,46.9,2.1,1.5,2025-10-21
Construction,2019,All Sectors,44,109945,36.6,2.0,2.1,2025-10-21
Construction,2019,Private Sector,44,109945,36.6,2.0,2.1,2025-10-21
Construction,2020,All Sectors,10,20042,44.5,0.8,1.0,2025-10-21
Construction,2020,Private Sector,10,20042,44.5,0.8,1.0,2025-10-21
Construction,2021,All Sectors,9,149177,47.9,2.0,2.0,2025-10-21
Construction,2021,Private Sector,9,149177,47.9,2.0,2.0,2025-10-21
Construction,2022,All Sectors,8,58510,35.7,4.6,4.4,2025-10-21
Construction,2022,Private Sector,8,58510,35.7,4.6,4.4,2025-10-21
Construction,2023,All Sectors,9,25701,27.8,8.2,5.9,2025-10-21
Construction,2023,Private Sector,9,25701,27.8,8.2,5.9,2025-10-21
Construction,2024,All Sectors,1,700,48.0,2.8,2.6,2025-10-21
Construction,2024,Private Sector,1,700,48.0,2.8,2.6,2025-10-21
Construction,2025,All Sectors,9,163584,48.0,7.4,4.3,2025-10-21
Construction,2025,Private Sector,9,163584,48.0,7.4,4.3,2025-10-21
Manufacturing,2016,All Sectors,29,43197,51.0,1.9,1.4,2025-10-21
Manufacturing,2016,Private Sector,28,42677,51.1,1.9,1.4,2025-10-21
Manufacturing,2016,Public Sector,1,520,48.0,1.7,1.6,2025-10-21
Manufacturing,2017,All Sectors,10,10440,48.3,1.5,1.4,2025-10-21
Manufacturing,2017,Private Sector,10,10440,48.3,1.5,1.4,2025-10-21
Manufacturing,2018,All Sectors,13,13488,51.9,2.2,1.9,2025-10-21
Manufacturing,2018,Private Sector,13,13488,51.9,2.2,1.9,2025-10-21
Manufacturing,2019,All Sectors,16,17760,61.1,2.0,2.2,2025-10-21
Manufacturing,2019,Private Sector,15,16980,61.7,2.0,2.2,2025-10-21
Manufacturing,2019,Public Sector,1,780,48.0,2.0,1.7,2025-10-21
Manufacturing,2020,All Sectors,14,39945,40.3,3.2,2.1,2025-10-21
Manufacturing,2020,Private Sector,14,39945,40.3,3.2,2.1,2025-10-21
Manufacturing,2021,All Sectors,15,14707,51.2,4.5,2.3,2025-10-21
Manufacturing,2021,Private Sector,15,14707,51.2,4.5,2.3,2025-10-21
Manufacturing,2022,All Sectors,8,12376,52.3,9.0,3.9,2025-10-21
Manufacturing,2022,Private Sector,8,12376,52.3,9.0,3.9,2025-10-21
Manufacturing,2023,All Sectors,9,22886,37.3,8.9,4.9,2025-10-21
Manufacturing,2023,Private Sector,9,22886,37.3,8.9,4.9,2025-10-21
Manufacturing,2024,All Sectors,7,8804,41.9,10.4,6.1,2025-10-21
Manufacturing,2024,Private Sector,7,8804,41.9,10.4,6.1,2025-10-21
Manufacturing,2025,All Sectors,1,2400,72.0,4.0,3.2,2025-10-21
Manufacturing,2025,Private Sector,1,2400,72.0,4.0,3.2,2025-10-21
Wholesale and retail trade,2016,All Sectors,9,24215,60.4,1.4,1.3,2025-10-21
Wholesale and retail trade,2016,Private Sector,8,23420,60.4,1.4,1.3,2025-10-21
Wholesale and retail trade,2016,Public Sector,1,795,60.0,0.5,1.5,2025-10-21
Wholesale and retail trade,2017,All Sectors,7,14550,47.5,1.7,1.9,2025-10-21
Wholesale and retail trade,2017,Private Sector,6,7560,47.0,1.9,2.0,2025-10-21
Wholesale and retail trade,2017,Public Sector,1,6990,48.0,1.5,1.9,2025-10-21
Wholesale and retail trade,2018,All Sectors,10,20373,52.8,0.9,1.4,2025-10-21
Wholesale and retail trade,2018,Private Sector,8,18913,53.5,0.9,1.5,2025-10-21
Wholesale and retail trade,2018,Public Sector,2,1460,42.7,0.1,0.3,2025-10-21
Wholesale and retail trade,2019,All Sectors,11,25528,58.1,1.2,1.7,2025-10-21
Wholesale and retail trade,2019,Private Sector,8,18450,54.0,1.1,1.8,2025-10-21
Wholesale and retail trade,2019,Public Sector,3,7078,68.7,1.3,1.5,2025-10-21
Wholesale and retail trade,2020,All Sectors,9,13811,75.5,0.9,1.0,2025-10-21
Wholesale and retail trade,2020,Private Sector,8,13311,75.7,0.9,1.0,2025-10-21
Wholesale and retail trade,2020,Public Sector,1,500,72.0,1.0,1.2,2025-10-21
Wholesale and retail trade,2021,All Sectors,10,24770,55.8,1.5,1.4,2025-10-21
Wholesale and retail trade,2021,Private Sector,9,23970,55.3,1.4,1.3,2025-10-21
Wholesale and retail trade,2021,Public Sector,1,800,72.0,5.7,3.2,2025-10-21
Wholesale and retail trade,2022,All Sectors,3,10577,43.5,7.9,3.1,2025-10-21
Wholesale and retail trade,2022,Private Sector,1,2800,61.0,0.0,0.3,2025-10-21
Wholesale and retail trade,2022,Public Sector,2,7777,37.2,10.8,4.1,2025-10-21
Wholesale and retail trade,2023,All Sectors,4,13379,57.5,8.9,4.0,2025-10-21
Wholesale and retail trade,2023,Private Sector,3,11979,60.0,9.8,4.0,2025-10-21
Wholesale and retail trade,2023,Public Sector,1,1400,36.0,2.0,4.0,2025-10-21
Wholesale and retail trade,2024,All Sectors,1,10229,36.0,3.0,2.6,2025-10-21
Wholesale and retail trade,2024,Public Sector,1,10229,36.0,3.0,2.6,2025-10-21
Wholesale and retail trade,2025,All Sectors,2,5825,70.2,6.1,3.4,2025-10-21
Wholesale and retail trade,2025,Private Sector,1,878,60.0,6.7,3.9,2025-10-21
Wholesale and retail trade,2025,Public Sector,1,4947,72.0,6.0,3.3,2025-10-21
Transportation,2016,All Sectors,18,85950,42.0,1.0,1.4,2025-10-21
Transportation,2016,Private Sector,9,15850,91.4,1.0,1.6,2025-10-21
Transportation,2016,Public Sector,9,70100,30.8,1.0,1.3,2025-10-21
Transportation,2017,All Sectors,19,28362,46.8,1.8,2.1,2025-10-21
Transportation,2017,Private Sector,13,21660,49.0,1.8,2.2,2025-10-21
Transportation,2017,Public Sector,6,6702,39.8,1.5,1.8,2025-10-21
Transportation,2018,All Sectors,16,28882,44.0,2.0,2.2,2025-10-21
Transportation,2018,Private Sector,8,10100,44.3,2.5,2.4,2025-10-21
Transportation,2018,Public Sector,8,18782,43.9,1.8,2.1,2025-10-21
Transportation,2019,All Sectors,20,41980,54.4,2.2,2.4,2025-10-21
Transportation,2019,Private Sector,12,22540,52.8,2.4,2.7,2025-10-21
Transportation,2019,Public Sector,8,19440,56.2,1.9,2.1,2025-10-21
Transportation,2020,All Sectors,22,98811,51.5,2.1,2.3,2025-10-21
Transportation,2020,Private Sector,12,27233,55.0,2.7,2.6,2025-10-21
Transportation,2020,Public Sector,10,71578,50.1,1.8,2.2,2025-10-21
Transportation,2021,All Sectors,14,57058,40.6,2.1,2.5,2025-10-21
Transportation,2021,Private Sector,9,9853,46.1,2.7,2.1,2025-10-21
Transportation,2021,Public Sector,5,47205,39.5,2.0,2.6,2025-10-21
Transportation,2022,All Sectors,17,42278,42.0,3.3,2.9,2025-10-21
Transportation,2022,Private Sector,10,22728,50.3,3.7,3.2,2025-10-21
Transportation,2022,Public Sector,7,19550,32.3,2.8,2.6,2025-10-21
Transportation,2023,All Sectors,24,44872,38.1,4.9,3.9,2025-10-21
Transportation,2023,Private Sector,15,32557,34.7,5.9,4.4,2025-10-21
Transportation,2023,Public Sector,9,12315,47.1,2.4,2.3,2025-10-21
Transportation,2024,All Sectors,11,24201,41.5,5.0,4.0,2025-10-21
Transportation,2024,Private Sector,9,12049,47.2,5.3,3.7,2025-10-21
Transportation,2024,Public Sector,2,12152,36.0,4.8,4.3,2025-10-21
Transportation,2025,All Sectors,7,11782,43.0,4.2,3.6,2025-10-21
Transportation,2025,Private Sector,5,5790,45.2,5.4,4.1,2025-10-21
Transportation,2025,Public Sector,2,5992,40.9,3.0,3.1,2025-10-21
Information and culture,2016,All Sectors,5,14578,56.0,0.7,1.2,2025-10-21
Information and culture,2016,Private Sector,3,8528,67.0,0.2,1.1,2025-10-21
Information and culture,2016,Public Sector,2,6050,40.5,1.6,1.4,2025-10-21
Information and culture,2017,All Sectors,6,8936,47.3,1.6,1.8,2025-10-21
Information and culture,2017,Private Sector,4,7536,47.2,1.5,1.8,2025-10-21
Information and culture,2017,Public Sector,2,1400,48.0,1.7,1.8,2025-10-21
Information and culture,2018,All Sectors,8,25890,45.5,2.6,2.4,2025-10-21
Information and culture,2018,Private Sector,7,24240,43.6,2.3,2.5,2025-10-21
Information and culture,2018,Public Sector,1,1650,73.0,5.7,2.1,2025-10-21
Information and culture,2019,All Sectors,6,10782,53.8,1.2,1.3,2025-10-21
Information and culture,2019,Private Sector,3,2432,39.7,2.3,1.9,2025-10-21
Information and culture,2019,Public Sector,3,8350,57.9,0.8,1.1,2025-10-21
Information and culture,2020,All Sectors,2,3450,43.9,1.2,1.3,2025-10-21
Information and culture,2020,Private Sector,1,1200,36.1,1.5,1.5,2025-10-21
Information and culture,2020,Public Sector,1,2250,48.0,1.0,1.1,2025-10-21
Information and culture,2021,All Sectors,5,8228,57.5,1.7,1.9,2025-10-21
Information and culture,2021,Private Sector,4,7410,59.8,1.7,1.9,2025-10-21
Information and culture,2021,Public Sector,1,818,36.0,2.0,2.0,2025-10-21
Information and culture,2022,All Sectors,9,15770,47.8,2.6,2.4,2025-10-21
Information and culture,2022,Private Sector,5,10990,49.1,3.1,2.8,2025-10-21
Information and culture,2022,Public Sector,4,4780,44.7,1.3,1.5,2025-10-21
Information and culture,2023,All Sectors,4,10961,57.3,1.6,2.5,2025-10-21
Information and culture,2023,Private Sector,4,10961,57.3,1.6,2.5,2025-10-21
Information and culture,2024,All Sectors,6,8605,40.7,3.2,2.0,2025-10-21
Information and culture,2024,Private Sector,4,3320,45.8,3.4,2.5,2025-10-21
Information and culture,2024,Public Sector,2,5285,37.6,3.1,1.7,2025-10-21
Information and culture,2025,All Sectors,1,2500,60.0,4.0,3.4,2025-10-21
Information and culture,2025,Private Sector,1,2500,60.0,4.0,3.4,2025-10-21
Finance and professional services,2016,All Sectors,8,5980,41.7,1.9,1.7,2025-10-21
Finance and professional services,2016,Private Sector,3,1820,33.8,1.6,1.4,2025-10-21
Finance and professional services,2016,Public Sector,5,4160,45.2,2.0,1.8,2025-10-21
Finance and professional services,2017,All Sectors,11,20770,53.3,2.0,2.2,2025-10-21
Finance and professional services,2017,Private Sector,8,18420,54.7,2.1,2.3,2025-10-21
Finance and professional services,2017,Public Sector,3,2350,42.8,1.3,1.4,2025-10-21
Finance and professional services,2018,All Sectors,17,44852,47.9,2.7,2.1,2025-10-21
Finance and professional services,2018,Private Sector,15,42652,48.1,2.8,2.1,2025-10-21
Finance and professional services,2018,Public Sector,2,2200,44.4,1.5,1.7,2025-10-21
Finance and professional services,2019,All Sectors,6,5820,47.1,2.1,1.8,2025-10-21
Finance and professional services,2019,Private Sector,2,1880,48.0,0.5,1.2,2025-10-21
Finance and professional services,2019,Public Sector,4,3940,46.7,2.9,2.0,2025-10-21
Finance and professional services,2020,All Sectors,9,25148,45.8,1.3,1.6,2025-10-21
Finance and professional services,2020,Private Sector,7,18938,47.1,1.3,1.4,2025-10-21
Finance and professional services,2020,Public Sector,2,6210,42.0,1.5,2.2,2025-10-21
Finance and professional services,2021,All Sectors,6,7582,43.2,0.5,2.1,2025-10-21
Finance and professional services,2021,Private Sector,6,7582,43.2,0.5,2.1,2025-10-21
Finance and professional services,2022,All Sectors,9,23855,53.6,1.8,2.1,2025-10-21
Finance and professional services,2022,Private Sector,5,20335,55.5,1.8,2.2,2025-10-21
Finance and professional services,2022,Public Sector,4,3520,42.6,1.3,1.5,2025-10-21
Finance and professional services,2023,All Sectors,4,3619,45.8,7.0,4.3,2025-10-21
Finance and professional services,2023,Private Sector,4,3619,45.8,7.0,4.3,2025-10-21
Finance and professional services,2024,All Sectors,7,24715,35.1,3.4,3.7,2025-10-21
Finance and professional services,2024,Private Sector,6,23695,34.6,3.3,3.7,2025-10-21
Finance and professional services,2024,Public Sector,1,1020,48.0,4.8,3.1,2025-10-21
Finance and professional services,2025,All Sectors,2,2386,36.0,4.2,4.2,2025-10-21
Finance and professional services,2025,Private Sector,1,1550,36.0,4.2,4.6,2025-10-21
Finance and professional services,2025,Public Sector,1,836,36.0,4.0,3.5,2025-10-21
"Education, health, and social services",2016,All Sectors,98,697660,49.7,0.5,1.2,2025-10-21
"Education, health, and social services",2016,Private Sector,9,23100,33.1,0.6,0.7,2025-10-21
"Education, health, and social services",2016,Public Sector,89,674560,50.2,0.5,1.3,2025-10-21
"Education, health, and social services",2017,All Sectors,80,398216,30.5,1.5,1.7,2025-10-21
"Education, health, and social services",2017,Private Sector,2,8770,24.0,2.0,2.1,2025-10-21
"Education, health, and social services",2017,Public Sector,78,389446,30.6,1.5,1.7,2025-10-21
"Education, health, and social services",2018,All Sectors,77,330519,39.0,0.8,1.0,2025-10-21
"Education, health, and social services",2018,Private Sector,5,5860,41.6,1.3,1.3,2025-10-21
"Education, health, and social services",2018,Public Sector,72,324659,39.0,0.8,1.0,2025-10-21
"Education, health, and social services",2019,All Sectors,90,294965,38.3,1.3,1.6,2025-10-21
"Education, health, and social services",2019,Private Sector,3,3230,32.9,0.8,1.0,2025-10-21
"Education, health, and social services",2019,Public Sector,87,291735,38.4,1.3,1.6,2025-10-21
"Education, health, and social services",2020,All Sectors,74,385643,36.4,1.5,1.9,2025-10-21
"Education, health, and social services",2020,Private Sector,4,15904,30.9,0.9,1.2,2025-10-21
"Education, health, and social services",2020,Public Sector,70,369739,36.6,1.6,1.9,2025-10-21
"Education, health, and social services",2021,All Sectors,69,584584,38.9,1.8,1.9,2025-10-21
"Education, health, and social services",2021,Private Sector,2,2741,35.2,1.2,3.4,2025-10-21
"Education, health, and social services",2021,Public Sector,67,581843,38.9,1.8,1.9,2025-10-21
"Education, health, and social services",2022,All Sectors,59,404495,42.9,2.5,2.6,2025-10-21
"Education, health, and social services",2022,Private Sector,2,7970,49.8,3.8,3.7,2025-10-21
"Education, health, and social services",2022,Public Sector,57,396525,42.8,2.4,2.5,2025-10-21
"Education, health, and social services",2023,All Sectors,61,315067,41.4,3.7,3.2,2025-10-21
"Education, health, and social services",2023,Private Sector,5,10971,66.4,1.2,1.5,2025-10-21
"Education, health, and social services",2023,Public Sector,56,304096,40.5,3.8,3.3,2025-10-21
"Education, health, and social services",2024,All Sectors,76,904206,53.2,4.9,3.3,2025-10-21
"Education, health, and social services",2024,Private Sector,3,18567,45.1,1.6,1.9,2025-10-21
"Education, health, and social services",2024,Public Sector,73,885639,53.3,5.0,3.4,2025-10-21
"Education, health, and social services",2025,All Sectors,17,72390,44.8,3.2,3.1,2025-10-21
"Education, health, and social services",2025,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
"Education, health, and social services",2025,Public Sector,16,70986,44.2,3.3,3.1,2025-10-21
Entertainment and hospitality,2016,All Sectors,5,4010,45.9,1.7,1.7,2025-10-21
Entertainment and hospitality,2016,Private Sector,5,4010,45.9,1.7,1.7,2025-10-21
Entertainment and hospitality,2017,All Sectors,5,6350,46.7,2.0,1.9,2025-10-21
Entertainment and hospitality,2017,Private Sector,4,5550,51.7,2.2,2.2,2025-10-21
Entertainment and hospitality,2017,Public Sector,1,800,12.0,0.0,0.0,2025-10-21
Entertainment and hospitality,2018,All Sectors,9,7940,45.6,2.5,2.4,2025-10-21
Entertainment and hospitality,2018,Private Sector,5,5010,43.3,2.8,3.0,2025-10-21
Entertainment and hospitality,2018,Public Sector,4,2930,49.5,1.9,1.5,2025-10-21
Entertainment and hospitality,2019,All Sectors,2,1800,36.0,7.1,5.0,2025-10-21
Entertainment and hospitality,2019,Private Sector,2,1800,36.0,7.1,5.0,2025-10-21
Entertainment and hospitality,2020,All Sectors,3,2038,31.3,1.6,1.7,2025-10-21
Entertainment and hospitality,2020,Private Sector,3,2038,31.3,1.6,1.7,2025-10-21
Entertainment and hospitality,2021,All Sectors,4,4836,36.7,0.1,1.0,2025-10-21
Entertainment and hospitality,2021,Private Sector,4,4836,36.7,0.1,1.0,2025-10-21
Entertainment and hospitality,2022,All Sectors,2,2406,40.0,4.8,3.7,2025-10-21
Entertainment and hospitality,2022,Private Sector,2,2406,40.0,4.8,3.7,2025-10-21
Entertainment and hospitality,2024,All Sectors,2,1311,30.9,7.1,5.1,2025-10-21
Entertainment and hospitality,2024,Private Sector,2,1311,30.9,7.1,5.1,2025-10-21
Entertainment and hospitality,2025,All Sectors,1,1606,24.0,10.8,10.2,2025-10-21
Entertainment and hospitality,2025,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
Public administration,2016,All Sectors,51,186540,52.8,1.3,1.5,2025-10-21
Public administration,2016,Public Sector,51,186540,52.8,1.3,1.5,2025-10-21
Public administration,2017,All Sectors,57,267196,49.1,1.4,1.6,2025-10-21
Public administration,2017,Public Sector,57,267196,49.1,1.4,1.6,2025-10-21
Public administration,2018,All Sectors,47,164119,42.7,1.1,1.2,2025-10-21
Public administration,2018,Public Sector,47,164119,42.7,1.1,1.2,2025-10-21
Public administration,2019,All Sectors,58,150780,48.8,2.4,1.9,2025-10-21
Public administration,2019,Public Sector,58,150780,48.8,2.4,1.9,2025-10-21
Public administration,2020,All Sectors,33,207779,42.7,2.3,1.9,2025-10-21
Public administration,2020,Public Sector,33,207779,42.7,2.3,1.9,2025-10-21
Public administration,2021,All Sectors,36,158861,51.4,1.7,1.9,2025-10-21
Public administration,2021,Public Sector,36,158861,51.4,1.7,1.9,2025-10-21
Public administration,2022,All Sectors,27,132603,40.7,2.4,2.3,2025-10-21
Public administration,2022,Public Sector,27,132603,40.7,2.4,2.3,2025-10-21
Public administration,2023,All Sectors,35,263621,47.1,2.3,3.0,2025-10-21
Public administration,2023,Public Sector,35,263621,47.1,2.3,3.0,2025-10-21
Public administration,2024,All Sectors,30,126108,42.1,3.9,3.3,2025-10-21
Public administration,2024,Public Sector,30,126108,42.1,3.9,3.3,2025-10-21
Public administration,2025,All Sectors,8,32952,48.2,4.2,3.3,2025-10-21
Public administration,2025,Public Sector,8,32952,48.2,4.2,3.3,2025-10-21
All jurisdictions,2016,All Sectors,292,1194600,48.5,0.9,1.4,2025-10-21
All jurisdictions,2016,Private Sector,128,247565,45.4,1.5,1.5,2025-10-21
All jurisdictions,2016,Public Sector,164,947035,49.2,0.7,1.3,2025-10-21
All jurisdictions,2017,All Sectors,224,868612,39.8,1.7,1.7,2025-10-21
All jurisdictions,2017,Private Sector,75,193038,44.9,2.6,2.0,2025-10-21
All jurisdictions,2017,Public Sector,149,675574,38.3,1.4,1.7,2025-10-21
All jurisdictions,2018,All Sectors,226,761192,42.7,1.4,1.4,2025-10-21
All jurisdictions,2018,Private Sector,82,220436,47.4,2.3,1.9,2025-10-21
All jurisdictions,2018,Public Sector,144,540756,40.7,1.0,1.2,2025-10-21
All jurisdictions,2019,All Sectors,269,684720,43.1,1.8,1.8,2025-10-21
All jurisdictions,2019,Private Sector,97,187467,43.2,2.0,2.1,2025-10-21
All jurisdictions,2019,Public Sector,172,497253,43.0,1.7,1.7,2025-10-21
All jurisdictions,2020,All Sectors,182,809923,41.4,1.8,1.9,2025-10-21
All jurisdictions,2020,Private Sector,60,139261,47.0,2.0,1.7,2025-10-21
All jurisdictions,2020,Public Sector,122,670662,40.2,1.8,2.0,2025-10-21
All jurisdictions,2021,All Sectors,179,1030411,42.8,1.8,1.9,2025-10-21
All jurisdictions,2021,Private Sector,63,225105,48.6,2.0,2.0,2025-10-21
All jurisdictions,2021,Public Sector,116,805306,41.2,1.8,1.9,2025-10-21
All jurisdictions,2022,All Sectors,147,706936,42.5,2.8,2.7,2025-10-21
All jurisdictions,2022,Private Sector,42,139126,45.1,4.2,3.6,2025-10-21
All jurisdictions,2022,Public Sector,105,567810,41.9,2.5,2.5,2025-10-21
All jurisdictions,2023,All Sectors,159,720010,42.9,3.7,3.4,2025-10-21
All jurisdictions,2023,Private Sector,52,121682,41.6,6.5,4.3,2025-10-21
All jurisdictions,2023,Public Sector,107,598328,43.2,3.1,3.2,2025-10-21
All jurisdictions,2024,All Sectors,145,1115557,50.8,4.7,3.4,2025-10-21
All jurisdictions,2024,Private Sector,34,72914,40.7,4.2,3.5,2025-10-21
All jurisdictions,2024,Public Sector,111,1042643,51.5,4.8,3.3,2025-10-21
All jurisdictions,2025,All Sectors,51,299241,47.6,5.8,3.9,2025-10-21
All jurisdictions,2025,Private Sector,22,181228,48.2,7.2,4.3,2025-10-21
All jurisdictions,2025,Public Sector,29,118013,46.6,3.6,3.2,2025-10-21
Federal jurisdiction,2016,All Sectors,25,120168,44.7,1.1,1.4,2025-10-21
Federal jurisdiction,2016,Private Sector,15,27168,78.4,0.8,1.5,2025-10-21
Federal jurisdiction,2016,Public Sector,10,93000,34.9,1.2,1.3,2025-10-21
Federal jurisdiction,2017,All Sectors,46,209018,47.4,1.4,1.6,2025-10-21
Federal jurisdiction,2017,Private Sector,23,40926,46.3,1.8,2.1,2025-10-21
Federal jurisdiction,2017,Public Sector,23,168092,47.7,1.3,1.4,2025-10-21
Federal jurisdiction,2018,All Sectors,30,78120,47.9,1.8,2.0,2025-10-21
Federal jurisdiction,2018,Private Sector,16,29740,46.5,2.4,2.3,2025-10-21
Federal jurisdiction,2018,Public Sector,14,48380,48.7,1.4,1.7,2025-10-21
Federal jurisdiction,2019,All Sectors,40,102942,49.6,2.5,2.1,2025-10-21
Federal jurisdiction,2019,Private Sector,16,25832,51.2,2.3,2.5,2025-10-21
Federal jurisdiction,2019,Public Sector,24,77110,49.1,2.5,1.9,2025-10-21
Federal jurisdiction,2020,All Sectors,30,261483,44.3,2.4,2.2,2025-10-21
Federal jurisdiction,2020,Private Sector,17,39603,52.2,2.3,2.2,2025-10-21
Federal jurisdiction,2020,Public Sector,13,221880,42.8,2.4,2.2,2025-10-21
Federal jurisdiction,2021,All Sectors,26,119215,49.1,1.9,2.4,2025-10-21
Federal jurisdiction,2021,Private Sector,16,20868,49.7,1.9,1.9,2025-10-21
Federal jurisdiction,2021,Public Sector,10,98347,48.9,1.9,2.5,2025-10-21
